,Title,Poem,Poet,Tags,gender
3198,"
                    Tradition
                ","
I hold out my hand.
I hand over
and I pass on.
I hold out my hand.
I hold out my hand.
I hand over
and I pass on.
Some call this mothering,
this way I begin each day by holding out my hand and then all day
      long pass on.
Some call this caretaking,
this way all day and all night long, I hold out my hand and take engine
       oil additive into me and then I pass on this engine oil additive to
       this other thing that once was me, this not really me.
This soothing obligation
This love.
This hand over
and this pass on.
This part of me and this not really me.
This me and engine oil additive.
This me and not really me and engine oil additive.
Back and forth.
All day long, like a lion I lie where I will with not really me
and I bestow upon not really me
refractive index testing oils and wood preservatives.
I lie with not really me all day long,
and so I bequeath not really me a honeyed wine of flame retardants
      and fire preventing agents.
I make a milk like nectar,
a honeyed nectar of capacitor dielectrics, dyes, and electrical insulation
and I pass it on every two hours to not really me.
Not really me is a ram perched on a cliff above a stream,
unable to be quenched by the flame retardant in furniture.
Not really me comes near
and takes a nectar of insulated pipes, and some industrial paints.
Later I pass the breast cup to not really me,
a breast cup filled with sound insulation panels and imitation wood
      with a little nectar and sweetness.
And not really me drinks it and then complains a little,
rebuking me, for my cakes of nuts and raisins
are cakes of extraction of crude petroleum and natural gas,
for my apples are filled with televisions and windshield wiper blades.
On my breast are the curls of not really me
and against the brow of not really me wafts plasticizer used in heat
     transfer systems.
As drinking not really me takes in anger and in need
not really me drinks from the hand of that sweetest sleep the juice of me
that cup of adhesives,
that cup of fire retardants,
of pesticide extenders.
And as not really me drinks
I cradle the moon and not really me in my right hand
my lips kissing with the dedusting agents and wax extenders.
Then later in the night,
the bed scattered with the stains of cutting oils and gas-transmission
      turbines,
the blankets with blends of hydraulic fluid,
we lie there together
handing over and passing on 
filled up and attempting to think our way through
economics and labor and time and biology
me and not really me
together.
I'd like to think we had agreed upon this together,
that we had a tradition,
that we agreed these things explained us to us
but when not really me wakes
after drinking the pharmaceuticals and photo chemicals
night after night
and day after day
not really me will sing a song of rebuke,
sing the song of not really me, the song that
goes like Salutations to brominated fire retardants of Koppers Ind.
goes like Salutations to water/oil repellant paper coating of 3M
goes like Salutations to wiper blades of Asahi
goes like Salutations to bike chain lubrication of Clariant International
goes like Salutations to wire and cable insulation of Daikin
goes like Salutations to pharmaceutical packaging of DuPont
goes like Salutations to nail polish of Dyneon
goes like Salutations to engine oil additive of Agrevo E
goes like Salutations to hair curling and straightening of Agsin Ptd. Ltd.
goes like Salutations to insecticide and termiticide for empty green-
      houses of Chevron Chemical
goes like Salutations to greenhouse flowers of Monsanto
goes like Salutations to insecticide to kill fire ants of Rigo Co.
goes like Salutations to plasticizers of US Borax Inc.
Not really me's song will go on and on
Not really me will sing it all night long
hour after hour for weeks on end.
It will have eighty-five company names in it.
It will have twenty-one chemical functions in it.
It will have ninety-seven products in it.
It will have two hundred trade names in it.
Not really me's song will rotate through these names in all their
     combinations.
And then it will end with another part that is as long as the first and
     inventories the chemicals that not really me does not yet know.
But oh those of you who are not really me at all
I say let wisdom be your anvil and knowledge your hammer.
Hand this over. 
Pass this on.
 
",Juliana Spahr,"Living,Life Choices,The Body,The Mind,Time & Brevity,Social Commentaries,History & Politics,Money & Economics,War & Conflict",F
3208,"
                    Ways of Rebelling
                ","
Who needs to be at peace in the world? It helps to be between wars, to die
a  few  times  each day to understand your father's sky, as you take it apart
piece  by  piece  and can't feel  anything,  can't  feel the tree growing under
your feet, the eyes poking night only to find another night to compare it to.
Whoever   heard   of   turning   pain   into   hummingbirds   or   red  birds—
haven't  we  grown?  What  does  it mean to be older?  Maybe a house with-
out  doors  can  still  survive  a  storm. Maybe I can't find the proper way to
rebel  or  damn it,  I can't  leave.  I want to,  but you grow inside of me. And
as  I  watch   you,  before  I  know  it,  I'm  too  heavy,  too full  of  you  to  move.
Maybe  that's what they meant when they said you shouldn't love a country
too much.
",Nathalie Handal,"Living,Life Choices,The Mind,Time & Brevity,Social Commentaries,History & Politics,War & Conflict",F
3250,"
                    The City of Paris has You in Mind Tonight
                ","
• 
When G died began the midnight panic attacks.
He spoke French and English
but that didn't help.
How the body can betray.
It frayed and decayed and then
he was removed
from it promptly and with force.
To begin with, a bit of pressure
in the throat.
A tendency to choke.
And then how lavishly
it grew to overtake him.
 

• 
At the funeral his wife
had a gaudy kind of beauty.
Sheer and elegant in a champagne
silk blouse. And where did he go?
No matter where on this earth
and you could never find him.
Flowery and young
came the mourners, like bridesmaids.
G would have liked it that way.
Stilettos and stockings.
The curves of the widow
sleek and sublimate in blacksilk pants.
Elsewhere people
went shopping or to the movies.
We drove to the crematorium.
I can only hope
so many beautiful women
come to my funeral, M said.
 

• 
Just at the moment when the person has disappeared forever
they tell you he's alive forever lucky him.
The church hushed dark a ruin
and all of us inside it.
(The city's a brute the sky is a brute
though the day is calm and clear and mild
strain to comfort console
but there's no dispersing this.
O incidental fragile beloved one,
chance of recovery none.)
 

• 
The city of Paris has you in mind tonight—
Let its bridges lift you up.
Let the city of Paris write you a letter,
the men of Paris open their windows,
tending their gardens of giant snapdragons.
Let the city perceive you.
It is infinite and slow, it will have you back.
The beds of Paris are made for you,
the city of Paris is sending you
steak and water, wine and eggs,
it has cafés for you, a broad-flowing river
and many crossbreezes.
When vaulting under, when the body
has shown you its foul airless destination,
let the Saint-Sulpice declare living
and visible your clever spirit your kindness.
The tables of Paris will give you food
here are some macarons pink-sweet with jam.
(Rude-blooming the flowers of Paris
as if snout to blossom
could uncover could reinvoke.)
 

• 
How is it to have a body today
and walk in this city in the sun,
a bit shocked to find ourselves actually here
with books and teacups and ghosts
and time ample, a slow greedy feast.
If there's no one to walk with all over this city
you can go to the movies can hurry stop
buy a bunch of lavender, a book, pastry
be someone distinct true personal and new.
The mind rivers out, angle by angle.
He was sick and now nowhere
and soon the cities and soon the planet and yet
the decadence and festivals
boys running, couples
swooning on the bridge.
Tonight G's attached to a city,
where I carry him along in my head,
ordering dinner, sitting in the square
drawing the sheet up over the body
that happens now to be lying there.
 
• 
How emptily the time goes, how rosé.
The waiter, he had a frank stare.
He wanted to be admired
and I admired him.
In the café everyone was alive.
Everyone was eating, the garden
full and flowering wet
and pleasure-dome the earth
the days go on
and G not and G just
and how can a person
and now one less
and she crumpled thing now
as if each were an original grief
now gather here and look.
(Everyone this summer is obsessed with Michael Jackson.
A cold place in the center feel it.
In central Paristhe French are saying ""moon walk."")
 
• 
I drank the tiny coffee
but it didn't work
tried the pills
that are supposed
to make you happy
the pills that are supposed
to make you free.
The man on the
corner is a flasher
his skin bright blue.
In front of the Métro
grandpa is dancing.
When he looked up
there were so many
cracks in the sky.
 
• 
Walked until the caffeine wore off.
Until the buzzing stopped. Walked.
Food everywhere and everywhere people
putting it into their mouths. Butter and cream,
fruit and sugar, coffee and wine.
People on the island swirling gelato.
The private inner sweetness. When the rain
comes down you can feel less lonely.
You can feel cozy even shut alone
into your private room. When the sun
comes out it's a disappointment.
Who on earth can live up to it.
The days go on despair and elation in alternation.
Blazoned swinging moods so big
they bewilder.
And what is the arc of life.
And up ahead nothing.
On the other side what.
 
• 
The city says
just live with the mystery don't fight it.
This is your life, life using you.
The great diminishment coming—
You're not the only one who feels it.
It's not like you're any more mortal now
you were always mortal.
So try a moment of lightness
like when the red bird appeared
on the terrace and it wasn't mystical
wasn't anyone returning
just was
 
• 
The old man in the wheelchair smelling of garlic
the little dog in the grocery cart
the homeless dog and his homeless owner
the dog's sad-looking face
he stays all day in the grocery cart
the sympathy one feels for a dog
helpless in his dog life
the sympathy one feels for a man
helpless in his man life
for the grey cat leashed to the fire hydrant
the sympathy one feels for a woman
alone at the dinner table.
In the hot courtyards
Paris lowered
its awnings.
It's hard to walk
in a skirt in this weather
the wind catches you.
A gradual slowing
and she turned transparent
just a window, just a sensation
of walking, a blister.
",Deborah Landau,"Living,Death,Life Choices,Sorrow & Grieving,The Body,The Mind,Time & Brevity,Activities,Eating & Drinking,Travels & Journeys,Philosophy",F
3252,"
                    Dangerous Electric
                ","
I once loved a boy who built batteries
for pacemakers, miniature machines
that could glint a heart to life.
                There were no secrets
                in his fingertips; to make sure,
                I held them to the light. Even so,
he had learned a way
to make a pulse. He might have
set it down like a wind-up toy:
                a small bear stomping
                across the table, escape
                on its mechanical mind.
Now, my own steps stutter
when I sneak into the hospital
and figure out how
                to bring you back. With me
                comes every girl I've ever been,
                holding hands to let
the current shiver through us
like spun sunlight: flaxen, fizzy,
a memory of miles, of measure,
                time tangled together, copper wires
                in my palm. Hello, gorgeous,
                give me your hand.
We've been waiting
for you. So rise, girl.Wake up.
 
",Janet McNally,"Living,Health & Illness,Life Choices,The Body,The Mind,Social Commentaries,Gender & Sexuality",F
3253,"
                    Maggie Says There's No Such Thing as Winter
                ","
If you believe in snow, you have to believe
in water as it's meant to be, loosed
from clouds arranged like asphodel. Because that's
what it's like to come back: a slow
surfacing, memory spiraling away. You can sleep
so long, whole seasons are forgotten
like a hospital-room plaster, spidered
with cracks in Portugal shapes. You can love
sleep like water, love your heavy limbs
pushing river and ocean aside.
After Maggie woke, the doctors had her stringing
bracelets of semiprecious beads, and she
couldn't stop counting the kinds of blue.
Here, summer, in the high shade of a ginko,
she pulls up a handful of stones on silk
and we drink grapefruit seltzer, listening
to the tinny chime of bubbles
rising to the air. She can't remember
autumn, so we tell her someday this tree will drop
its fan-shaped leaves all at once,
golden in the October crush
of every plant's frantic strip show. Later
we'll see mountains through the scrim of empty
branches, and if we can look straight up
into the atmosphere, see the same plain old sky
revolving. When we ask Maggie what color it is
she always says iolite, picturing beads
like raindrops, shining azure on the table.
She forgets that sometimes things don't stay
where you leave them, that the sky fades
to white even before snow begins
to fall. It's hard, but we have to tell her
even sapphires don't glow blue
without some kind of help.
 
",Janet McNally,"Living,Health & Illness,The Mind,Time & Brevity,Nature,Trees & Flowers,Weather,Winter",F
3275,"
                    Mythologizing Always: Seven Sonnets
                ","
I.
Here is a place where declarations
are made/where the heart takes precedence
the gleam goes bland
This is the heart part/intense improvisation
on the I/THOU axis
pity the poor actors (darlings)dust
in their throats (choking) dialogue ancient
(concentrated chatter dictated by clouds)
click of whispers
dammed up phrases     {mythologizing always)
Moans move through their limbs like wind through
Trees talking mad talk 'cross the illuminated
Avenues of hard cities.
II.
Take the skin
Take off the skin
Remove the vital organs one by one
especially the heart
What is left
The skeleton
The skeleton is made of calcium
magnesium, phosphorous et cetera:
an amazing catalogue of chemicals
You are holding in your arms
an amazing catalogue of chemicals
The elements clash tenderly
Sparking compounds that move like eels
Under touch.
III.
Dime falls, your voice rises (fevered)
It's keen, the way the wind whips this
Garbage up and around like a father
Swinging his baby we are holding hands
And yes, giggling no force can stop us now
We are singing all the James Brown songs
We know helpess off-key, but exhilarated
Columbus Avenue breakdown: how the puddles
In the sidewalks radiate splendor/glass
Broken against high-rise buildings beckon
We are hungry the shifting children salsa
And you may be our feast, please linger
You offer me your laughter
I take the sweat from y our cheeks and hum.
IV.
Taste like tears—sea flaked and heated—
Taste like try again and get nowhere,
Maybe, this is the sonnet that mimes itself
Sequences silent and perceptive
The ""might have saids""
The stomach-eating rage
The power of conversation is in its
Possibilities of Interpretation
(here's where the mime becomes important
because the words sound so dumb)
And here's where the anxiety dance gets choreographed.
It goes like this: You turn clockwise.
I turn Counter-Clockwise. We stop, stumble
Resolve our steps. Begin again.
V.
You slipped into something dangerous
after attending to your intimate conferences
Thirsty friends forever requesting water
Or is it blood they want?            Your blood. 
Somebody's screaming. Is it me?
Here on the side street being a sideshow
For passersby. You put on your silver armor.
I have only my quaint devotion.
It is not enough.            You say
I can't eat your food, baby, but I sitll like your cooking.
Did I trip?         Did you?    That Mingus
record is still revolving. You smile
serenely.             I can barely breathe.
VI.
If I could waste myself, I'd do it here
In public. Curse your name till my tongue bled.
The same tongue that searched out the
darkest spot on your back and licked it like chocolate.
Curse your name like you were some
Broken god in need of further profaning.
But I am no good at playing: victim.
Sadness is so private. These tears on the
Uptown Express. Take that tired song off
the constant stereo. It keeps reminding me
That what brought me to you was music.
You said you never lied to me. Fucker.
You take the exit sign home with you.
But I won't become invisible.
",Patricia Spears Jones,"Living,Sorrow & Grieving,The Body,The Mind,Love,Realistic & Complicated,Social Commentaries,Cities & Urban Life",F
3320,"
                    Coyote Song
                ","
Inside the night, this hospital, asylum,
this party for those undone by desire, forever
unslaked, inside a house inside the night,
I'm inside
this house with eight beams and moonlight
pulling on the past through skylights, this house
of white noise, wind and dry heat, lonely
house on a ridge line, house of ordinary
shame,
my sister's house with corrals and outbuildings
around it, and beyond that, the dog
patrolling, and beyond that, skirts and folds
of the mountain rising in rumpled geologic
scrolls into the range.
At the center
beneath the moon's silence that nothing
ever changes, muffled in blankets with fear
beside me on my little bench of sleep,
I can hear their voices,
could be three or twenty-three,
unhinged saints gabbling to their shadows,
or panty-sniffers, drug-trippers in all flavors
past vanilla, could be Birnam wood
on the move, the shriek of its roots thirsty
and air-brushed, or a pack of lunatics
crooning norteño songs.
What is certain is advent.
They're coming down,
                             coming towards
the heart beneath the feathers,
coming for
what can't be protected,
on a beam of dread,
riding that ray.
I'm listening, my eyes snapped-open
inside darkness, other people in other rooms
who know how to sleep through a night
like this night, thrown against the roundness
of the world which is desire.
The old bitch guards this night on the ranch,
half shepherd, half other, this is her watch,
she gallops the perimeter, anxious to sound like
more than one dog, though she's going arthritic
and her paws strike the hard ground.
Now they quiet, penitents, lunatics,
marauders and ragpickers, quiet.
Only one left behind and the moon
                           is his hieroglyph,
one creature padding
                down the mountain,
coming closer.
Coyote knows a good joke,
he only wants to let her in on it.
He can't stop laughing, can't stop
crying, can't stop licking the crevices
clean, licking safety and duty
until they're empty.
I hear the dog listening, ears lifted.
Coyote's tongue slides into night
air, pressing narcotic vowels throughwonder, through longing
and longing and wonder awaken. She's close
to that edge, that border in the night
where one thing becomes another and even
an old dog who's worked a ranch eleven years
feels the urge to let loose, blow this little
settlement, go wild.
Clouds loose and blue in the arms
of the moon, slant light on this mountain raking
us, the dog and I, we feel the pull. Imagine
a woman trying to come between
coyote and the female he's after
when she knows
what is dark and offers itself and vanishes
has come for her at last? The body wants
what it can't have, to follow the path
of thirst through the rent in the wire
beyond the corral.
The dog doesn't move, but who knows
better than she the small outpost
death has set up in her, maybe she's all
desire now to slip under the moon
and chase down that lure.
Coyote wheedles and croons another minute
or two, then lopes off, calling over his shoulder
in a language even I can understand,
the right names for thingsnot kept in heaven.
 
",Marsha De La O,"Living,Death,Life Choices,The Body,The Mind,Time & Brevity,Activities,Travels & Journeys,Relationships,Pets,Religion,Other Religions,The Spiritual,Mythology & Folklore,Ghosts & the Supernatural",F
3439,"
                    Virtual
                ","
One of us is a faucet reconciling to the temperature
of indifference. This is the world: the drawer assembled
by you pinches a finger before yielding.There are so many foreigners here, I said, when I first stepped
onto a beach in Virginia. I had an idea of the ocean,
and of who I was. I am in water now, attempting to see
the ocean. We lick our wounds with the same tongue.
 
Long accustomed to carrying a gauze for shield, the heart
wraps bruises like dumplings. I see the sun
through my neighbour's window, whelked
in lace. Is this what we mean when we use the word ""virtual""?
Tulips grow even after they're cut. The ones I loved,
having died without returning, crowd the heart's waiting room.
To start all over again is to imagine the world is, as it is.
I give up; I thought this was a poem about nation,
the one she began at nineteen. The one she waits to return
to: her eyes never adjusting to the colors of exile.
This antechamber; this long incision called hope.
 
Last night I crossed to the other side, unwelcome
territory. I might have been sad. My broke heart.
 
I'd been observing then, the sun's influence, subjugated
by streetlights imitating moonlight. Even the sun softens,
(I had thought to myself) to bring every image in view
as a memory of some other place, some other text.
Last night, I slept in a borrowed bed for guests
I anticipated, as host to self's solitary marriage.
I examined the world, thus altered. Later, standing
at the precipice, I awoke. Even sleep did not take me
back. And the signal—being green—I walked.
 
",Tsering Wangmo Dhompa,"Living,Sorrow & Grieving,The Mind,Activities,Travels & Journeys,Social Commentaries,History & Politics,Race & Ethnicity",F
3440,"
                    Perspective
                ","
When I see the two cops laughing 
after one of them gets shot
because this is TV and one says
while putting pressure on the wound,Haha, you're going to be fine,
and the other says, I know, haha!, 
as the ambulance arrives—
I know the men are white.
I think of a clip from the hours 
of amateur footage I've seen
when another man at an intersection
gets shot, falls, and bleeds from a hole
the viewer knows exists only by the way 
the dark red pools by the standing cop's feet,
gun now holstered, who
yells the audience back to the sidewalk.
I know which one is dying 
while black and which one stands by white. 
I think this morning about the student 
in my class who wrote a free write line 
on the video I played
that showed a man pouring water
on his own chest, ""...the homoerotic 
scene against a white sky"" with no other men 
present. Who gets to see and who followswhat script? I ask my students. 
Whose lines are these and by what hand
are they written?
 
",Amy King,"Living,The Mind,Arts & Sciences,Poetry & Poets,Social Commentaries,Cities & Urban Life,Race & Ethnicity",F
3450,"
                    The World
                ","
When I learned I could own a piece of The World
I got my chequebook out. Eternal life belongs to those
who live in the present. My wife's bright eye affirmed it.
As do the soothing neutral tones and classic-contemporary
decor of our professionally designed apartments,
private verandahs before which the globe, endlessly
and effortlessly circumnavigated, slips by, allowing residents
no end of exotic ports, a new destination every few days
to explore with a depth we hadn't thought possible.
It's not how things are on The World that is mystical,
not the market and deli, proximity of masseuse
and sommelier, not the gym, our favourite restaurant,
our other favourite restaurant, the yacht club, the library,
the golf pro, the pool, but that it exists at all, a limited
whole, a logic and a feeling. What looks like freedom
is, in fact, the perfection of a plan, and property
a stocktaking laid against us in a measure. The difference
between a thing thought, and done. One can ignore neither
the practical applications nor the philosophical significance
of our onboard jewelry emporium, its $12 million inventory,
natural yellow diamonds from South Africa no one needs,
thus satisfying the criteria for beauty. Without which
there is no life of the mind. What we share, though, transcends
ownership, our self-improvement guaranteed
by the itineraries, licensed experts who prepare us
for each new harbour and beyond, deliver us into the hands
of native companions on The World's perpetual course.
The visual field has no limits. And the eye—
the eye devours. Polar bears, musk oxen, rare thick-billed
murre. We golfed on the tundra and from The World
were airlifted to pristine snowfields, clifftops where we dined
alfresco above frozen seas. The World is the entirety.
The largest ship ever to traverse the Northwest Passage.
How the silent energy coursed between us. Fundamental rules
had changed. Except, with time, it seems a sort of accident—
natural objects combined in states of affairs, their internal properties. Accusatory randomness and proliferation
of types, brutal quantity literally brought to our doors.
Or past them, as if on the OLED high-def screen
of our circumstances, which hides more than it reveals.
For what we see could be other than it is.
Whatever we're able to describe at all could be other
than it is. Such assaults on our finer feelings require an appeal
to order, to the exercise of discipline a private Jacuzzi represents,
from which one might peacefully enjoy the singular euphoria
of the Panama Canal or long-awaited departure
from fetid Venice. There is some truth in solipsism, but I fear
I'm doing it wrong, standing at the rail for ceremonial cast-offs
thunderously accessorized with Vangelis or ""Non, je ne regrette rien,""
made irritable by appreciative comments about the light.
In Reykjavík or Cape Town, it's the same. Familiarity
without intimacy is the cost of privacy, security
of a thread count so extravagant its extent can no longer
be detected. Even at capacity, The World is eerily empty:
its crew of highly trained specialists in housekeeping,
maintenance, beauty, and cuisine—the heart and soul
of the endeavour—are largely unseen and likely where the fun is.
We sit at the captain's table but don't know him. He's Italian.
I think on my Clarksville boyhood long before EPS, ROE—
retractable clothesline sunk in concrete, modest backyard
a staging ground for potential we felt infinite to the degree
our parents knew it wasn't. The unknown is where we played.
And while fulfilment of a premeditated outcome
confers a nearly spiritual comfort of indifference
to the time of year, a paradise of fruits always in season,
the span of choice defines its limit, which cannot be exceeded.
The sea rolls over, props on an elbow, and now is heard
the small sound of a daydream running softly aground.
Dissatisfaction, in a Danish sense. On prevailing winds a scent
of compromise; for one tires of the spacewalk outside
what is the case. Beyond immediate luxuries
lives speculation and the tragic impression one is yet
to be born. It could be when all pursuits have been satisfied,
life's problems will remain untouched. But doubt exists only
where questions exist. The World satisfies its own conditions.
It argues for itself. Herein lies an answer.
",Karen Solie,"Living,Life Choices,The Mind",F
3559,"
                    Elemental
                ","
I brought what I knew about the world to my daily life
and it failed me. I brought senseless accidents
and a depravity sprung inside the jaw.
Also I brought what I had learned of love,
an air of swift entrance and exit, a belief in trouble
and desire. It will amount to something
I was told, and I was told to hold fast to decency,
to be spotlit and confident. I was told
next year’s words await another voice.
But you are a hard mouth to speak to
and if I write the list it will be free of constancy.
It will include fierce birds, false springs,
a few oil lamps that need quickly to be lit.
Also dusk and weeds and a sleep that permits
utter oblivion from our stranded century.
This is not a natural world, and if there are
recoveries from confusion, they pass like rains.
I don’t look to the robins for solace; neither do I trust
that to make an end is to make a beginning.
If we are not capable of company, we can at least
both touch the quartet inside evening,
the snow inside the willow, the bewildering kinship
of ice and sky. But as I walked
I saw crows ripping at shapes on the street,
a square of sunlight flare on the roof.
Take my hand, if only here and not in the time
that remains for us to spend together.
We will stand and watch the most delicate weathers
move, second by second, through the grim neighborhood.
I will lean into you, who have loved me in your way,
knowing where you are and what you care for.
",Joanna Klink,"Living,The Mind",F
3582,"
                    D and His Deer
                ","
 
D always felt, somehow or other, double. He was an upright line, but then again, he was a curve. When he looked in the mirror straight on, he saw the dapper features of the diplomat he was. But sideways, if he took off his horn-rimmed glasses, he imagined he could be taken for a rather distinguished Dame. He always saw both sides to everything.
     Would he ever find his dæmon—the divine spirit within? Did he really have one spirit? D seemed to be singing a duet with himself.
     Seeing both sides made him a champion procrastinator. D dilly-dallied. Waited till the last minute to decide anything. At every posting, he drove the staff crazy. But that was diplomacy.
     Now dusk dropped on the gated embassy grounds. D flipped on his desk lamp, and the pool of light shut out the trees, looming and dissolving. D drew the drapes, deaf to the delicate drone of insect wings. He returned to his desk, trying to distract himself from a strange little pain that had come to him all his life, like a recurrent dream. (Except, he had to confess, he never dreamed.) The pain was a distinct tiny stab in a spot, well, what would you call that? D called it down there.
     For years, since he was a little d, he considered all the options about this strange pain. It was nothing, really. He went long times between feeling it. Maybe it was too slight to worry about, but then again . . . At last D decided to see a doctor. As a matter of fact, he saw a number.
     “Tell me your dreams,” the first doctor said.
     “Don't bother to ask me, I never dream,” D said.
     “In dreams begin responsibilities,” the doctor quoted.
     D demanded a referral.
     “I've got a very specific pain,” he said to the next doctor. He pointed to, well, down there.
      “Your testicle,” the physician said. Which required a test. Several. And more.
      Finally the second doctor read all the results and announced, “Aha, a dermoid cyst.” What? Inside the cyst were hair follicles and an eye-type thing with eyelashes and a tooth.
     “Do you think I was a twin?” D wondered with a weird kind of delight as he examined the x-ray.
     Well, the doctor wouldn’t go that far. These dermoid cysts were usually removed in childhood. No reason, however, to remove it now. D wouldn’t dream of having it removed! It explained everything! That slightly creepy darling little creature in there must have been a twin, someone D had grown around as she dissolved. D was convinced it was a twin sister.
     And D had absorbed her. Of course he wanted to keep her with him.
     That very day, he had his first dream.
     Exhausted after his discovery, he had returned to the embassy in the late afternoon. Unable to face his office, he diverted his steps from the front walk toward the deserted path on the grounds where no one ever seemed to stroll. He walked deeper into the woods. The path sloped into a shaded dimple in the earth.
     It was dusk in the dell.
     D heard the drone of insect wings. In the mottled light a dragonfly dove straight down. Up curved a damselfly.
     Impulsively D lay down in the leaves in his three-piece suit and curled up like a praying divine, two hands under his chin. He felt himself melting a little. All the old bedevilments dispersed into a delicate dampness. The world softened from darkling to darling . . . 
 
. . . A stately antlered stag appeared in the distance and slowly, with a calm command, walked closer until D could see that he wore a diamond necklace around his neck. The stag slowly bowed his head, doffed his entire rack of antlers, and raised his head up again, looking directly at D.     Now the deer was a doe! The doe blinked her eyes at D, as if waking. Then she donned the antlers, and turned and walked away . . .
 
D woke up ravenously hungry—and overjoyed.
     He dusted himself off and drove straight to dinner. As he stared out the restaurant window, eating his dumplings, he wondered if responsibilities really do begin in dreams.
     Maybe dreams are responsible to us, he thought.
     He felt his sister inside him. She was the reason he was a debonair man, a man who understood that everything has two sides: inner/outer, yes/no. D thought both in lines as sharp as the creases in trousers, and in curves like the swirls of a skirt.     What do I really know? he asked himself. Only that he had woken strangely endeared to himself—and satisfied. Now he understood the necessity of delay. To wait, and then to discover. Never to have only one answer.
     The napkin at the restaurant had come rolled inside a little sparkly ring. “Add this to my bill,” he said to the waiter. And pocketed the little diadem as a reminder of the dyad he was. 
 
",Molly Peacock,"Living,The Body,The Mind,Relationships,Men & Women",F
3602,"
                    Not Another Anthem
                ","
As soon as I step into the tunnel that will take me under the river I need to
cross to get to the city my brain shuts down.  No signal gets through and the
question remains how do I know?
 
With a brain well emptied, and a head a vacuum of nothing,
everything I’ve ever known goes quietly absent.  As still and
as quiet as a house abandoned or a mouth wide open in a painting.
 
As soon as I step out of the tunnel scientists squabble about when
we should abandon the earth for some other place.  I duck straight back
into the tunnel in order to disrupt the signal.
 
In the tunnel's shelter there is nothing in my head, it's empty enough
For the origins of the universe to begin.  A frightening thing
interrupted by my backing back out of the tunnel just in time.
 
In the light of day what's on my mind turns out to be your lifespan.
Next to the tunnel is the only safe place to be.  It is the only place
where it's certain I’ll not all day not need to be crying and weeping to go on.
 
Which draws me directly back into the tunnel
to interrupt the signal.
It takes a little while for my mind to stop trembling.
",Dara Wier,"Living,The Mind,Nature,Stars, Planets, Heavens,Social Commentaries,Cities & Urban Life",F
3642,"
                    The Hermit: 24
                ","
24.
Zachary talks about wanting to be with someone because he
feels like he can be a better person for someone else. He says he
doesn't know what he's doing, wishes he had someone to do
things for. I tell him I think we are very different people.
Theory as pure verbalism: a generated knowledge with
negative impact.
If I begin to miss someone,  I think, ""Life is bad anyway.""
",Lucy Ives,"Living,The Mind,Love,Desire",F
3686,"
                    The Hermit: 56
                ","
56.
I wanted to write the story of a metamorphosis. The story
is at least partly based on a dream I recall from the diary of
another writer. In the dream, which may not be a dream but
simply a vision the writer has while seated at his desk, an
image of a white horse appears on the wall. It is a white horse
that haunts the writer's mind. The white horse has escaped
its traces somewhere on an urban street. It is moving toward
the suburbs with an eye to the countryside. It is successful in
this movement because it progresses without hurry. It does
not gallop. It moves along the street with the gait of a horse
that drags a heavy cart behind it. The horse moves successfully
toward its liberation since it does not appear to be a fugitive.
My heart beats more quickly when I think about this story,
which I have almost certainly partially invented. The horse
hides its fear of slaughter. It plays a game.
Irony is a kind of secrecy. It is a principle of groups.
                ",Lucy Ives,"Living,The Mind,Nature,Animals,Arts & Sciences,Reading & Books",F
3687,"
                    The Hermit: 75
                ","
75.Even with geographic proximity, there may exist temporal
systems such that two people cannot meet one another or will
never meet again.
Dream last night includes swimming. Something about a thick
river, keep riding boats on it, travel from station to station,
temporary home to home. It is Berlin or a group of islands
called ""Connecticut."" I am alone or have a child or am with
my brother. It is sunset, when one seeks something.
It is possible we somehow die for a time, a year, a month, a day, 
without realizing this, then awake to find ourselves, which is to
say ""someone,"" present again, attentive, expectant, apologetic
even?
",Lucy Ives,"Living,The Mind,Time & Brevity",F
3802,"
                    Down with Bluebirds
                ","
When in the dumps, I hate the things
   That ordinarily I love.
I loathe the lark that blindly sings;
   I hate the bland, blue sky above.
The crocus, sneering on the lawn,
   Forsythia about to bloom—
I'd like to see them dead and gone,
   Instead of filling life with gloom.
But most of all, I do not care,
   While I am droning in my hive,
To hear vivacious chums declare
   How great it is to be alive.
",Margaret Fishback,"Living,Sorrow & Grieving,The Mind",F
3806,"
                    Variation 17: Like Waking
                ","
Will death be like this?
Like waking from a long dream
  
still held—grounded—
in the body disremembered? Spinning
ceiling, close call? Foolish beating
heart? Those trembling
aftershocks of some electric message
where bone met motion,
clamoring in ligaments,
that lingering tremolo singing in the ears
like doubt, maybe
the echo of some unrecognized
once-familiar name. Estranged touch
of wind over skin,
on damp arms the hair
not yet laid down . . .
Breath's sour fluctuations
not quite tamed. Cheeks' flush
loosening, a displaced temperature
sensed, unseasonal. Flash of light
burning against walls, image after image,
an eye, a frame, missing there.
 
Where, searching, searchless, you can't point to
or put a finger on, nevertheless an urge
 
surging in raised fingers. A circle
discontinuous, once rounded out by mouth.
Throbbing inside the brow,
no accessible thought. Specifically
 
no memory arising from
follicles still tingling, the dulling skull heedless,
 
singed with salty pores.
What if it's like this, only without the body?
 
 
",Alice B. Fogel,"Living,Death,The Mind",F
