,Title,Poem,Poet,Tags,gender
5709,"
                    Announcement and Next Steps
                ","
In the absence of anything as definitive as blood typeor maths, I am delighted to declareI found the back to the earring, alsothe mildew is banished, albeit temporarily.I want to share this news with you,a check against the inventory of living.Personalized necklaces point to living.Customizable anything suggests it’s all worth it.Sometimes it’s “oh this iced finger bun”others it’s “put something in the diary to look forward to.”This is an elaborate mural in an ill-frequented part of the city.My diary is full and the bakery is out of buns.Indoors there needs to be a swap from idle teaselsto cacti. (Some sort of permanence that works in the way I work — water, light, a finger touch confirming my edges.)I only have cats to verify I’m there. • I am building up evidence. Some bodily. Some constructed.On balance, perhaps I am more a person who racks upindicators of taste as proof of living. There are condiments,playlists, preferred linens. I first got drunkon Cinzano. There was no one taking notes. I used to dreamof sex in a fully upholstered room with no windows or doors.This idea of rabbit fur rugs and buttoned velvet cushions,immaculately conceived. Always snagged on the detailof things — how even did I come to be inside,nevermind out. The sex wasn’t the point. What I seekis magic like an intact lipstick mirror in an antique handbag,my own nifty (crackerjack?) endurance. Or to discovera gulping heart within a privet hedge. Or the druzy quartzof someone’s eyes long gone and to say it!• I am dying to be written about in your diaryand my self-involvement extends to endlessphotographs of my eye makeup, which might be describedas “signature.” FYI I prefer a fine brush to a pen.What can be said about slush, about the corners cut when cleaningthe fridge. What can be said about what is consideredto be ordinary. Crucially, love is a desireto be a witness and be witnessed, how you might skatepast the provisional. If the house were burning downI would rescue all the photographs",Amy Key,"Living,Life Choices,Love,Desire",F
5767,"
                    Like a Real Flame
                ","
I want the hole in my ear to be quietAnd inside the hole in my ear to be quietAnd I want it to tell me what to doOr I will go to my lover’s mouthAnd say oh my quietI am comingAnd tell the quiet how its kingdom should be madeThough the quiet has already eaten meBecause the quiet loves meBut does the lover love meAnd why must the quiet be so quietAnd why can’t the quiet have a cockAnd where is its violet mouthIts ten fingers with which to fix meAnd where is its belly breathingAnd O I want to be fixedBut I am already fixedWhy don’t I feel it
",Melissa Broder,"Living,The Mind,Love,Desire,Heartache & Loss,Realistic & Complicated",F
5772,"
                    The Poet
                ","
As P strolled the path around the pond, he sniffed the humid air. His kimono brushed the parched ground. The metals of the earth rose up in traces of dust and hints of lightning: a waft of petrichor, the smell before the rain.

Beyond the pale hills of his peaceful land, scores of horse soldiers prepared their armor. Soon the soldiers would sweep across the plains, and the dry politics of princely maneuverings would be as rice paper soaked with blood. Instead of petty policies — immensity. Peaceful farmers would be impaled, paltry officials imprisoned — twisted, screaming, then praying. There on the dusty path the young poet P was just perceiving the beforeness of it all, the pre-.

From his masters he had learned that immensity makes the small crucial. A little poem before a big war becomes a necessity.

And like a small poem on a long scroll, a lily pad appeared on the pond. P stopped to peer. He puzzled through its pattern of green inside green on water.

A poem began to perfuse. It was inside P, but it was also on the lily pad.


At    ...    On    ...    At first only prepositions came to him.

He stared into the water, seeing the silvery clouds reflected. Then he leaned at an extreme angle and noticed the pattern of his gown wavering in the reeds. A pinpoint of a poem stabbed him, like the sharp scent of earth before the rain. Petrichor: before, before.
•
Then drops pelted the pond, pipped at the pond, plunged toward it, plummeted into it, driving P to take refuge beneath the deep tiled eaves of his house.

Inside the sliding paper doors were a desk and a futon. On the desk lay a brush. On the futon lay a lover in uneasy sleep on petal-printed silk.

He chose the desk. He lifted the brush while looking down at the restive slumberer. In a mere matter of stopped time he had his poem, written from the very tissues of an arm and hand that could plunge a sword.
Silver soldiers masson far horizons, but here,silk pools on the bed.
The rain rained; moisture curled the edges of the paper. Seventeen syllables, an epic of energy, made him drowsy and hungry. His lover still asleep, he rose, ate leftover peaches poached in soy sauce and ginger, and, with the rain a drizzle, thought again of his poem. How could he have loved it in the instant after he wrote it, but now be so unsure?

He sat at his desk again. Another one? This time he drafted:
Poppy? Penis up.Prow into periwinkle.Peony behind.
After he calligraphed the puzzle of passion across the page, he woke the one in the pond of pink silk, and they proved it on the futon. He heard the pluvial patter on the eaves, while they angled and slipped, perspiring on silk. The stamping and snorting of the horses sweating in their armor was far too far away to be sensed by P, but he heard. He felt the pond muddied and the roof cracked and the poems scattered. How far was he now from this picture in his mind? He worked to make his pleasure stay, pitiable and small against the portents rising, for P was afraid this afternoon would never be remembered after the bloody conquering.

But later the barbarians would bivouac in this house, the pond saved for drinking water, the path roughened by horses, and the  reverse of P’s scroll used for another man’s military diary, his afternoon’s foreboding and pleasure a preparation for the future, and in the future, a stay against another’s view of the past.

“P from Alphabetique,” 2013 by Kara Kosaka
",Molly Peacock,"Love,Desire,Heartache & Loss,Activities,Travels & Journeys,Arts & Sciences,Poetry & Poets,Social Commentaries,War & Conflict",F
5779,"
                    The Forecast
                ","
Distrust this season breedsin me wholeblue worlds, am secondto leafy nouns,pinned back darkening lipof the night,untrustworthy sidewalk glazedand sleeping there,peachy trees, a line drawn from onebrow of a star downand planted, each pillowlittle shimmer, little wilt startledfrom out the arranging fieldmoonlit pale behindno foxes, in me finding the fragrantnew crisis, not dead stillwhere I love you in feastand pledge, worlds rolling firston crookedlyand on.
",Wendy Xu,"Love,Desire,Nature,Landscapes & Pastorals",F
5865,"
                    Sea Salt
                ","
On our first trip to the beach together I cut my foot on sharp rocks lining the shore and watched the ocean lick the crimson clean off, the salt on my tongue a slight distraction from the deep blue, the wide open, the playground sting. I’m sorry my flesh is softer than it has to be, my skin thinner than yours. I’m sorry there are parts of me I have scrubbed raw, hurt; I only wanted to be polished, untainted, good

as new. I’m sorry I didn’t see the waves crashing, didn’t see any of this coming; I’m sorry I wasn’t careful, or strong. When the sea soaked up my blood that day I thought maybe it needed to drink too, needed to kiss, needed to need. I thought maybe you had always been right — when you drain my body of tears you also drain it of salt and dust so that you can shrink me down two sizes smaller and I can fit neatly into your life without taking up too much space, so that you can carry me with you wherever you go, to cities and mountains and valleys and all the oceans

you’ve never explored. Tell me, please, if you find something. Tell me if you need me to search, too. Tell me if there are places you still have to visit, things you still have to unearth. Tell me if there’s any way to love you, deep blue and wide open, soft and scrubbed and thin, flesh and skin, shrinking bones, raw parts, any way at all, without letting myself bleed.
shallow body, 2014 by Caitlin Hazell
",Marla Miniano,"Living,Life Choices,Love,Desire,Realistic & Complicated,Nature,Seas, Rivers, & Streams",F
5877,"
                    Oranges
                ","
I’ll choose for myself next time
who I’ll reach out and take
as mine, in the way
I might stand at a fruit stall
having decided
to ignore the apples
the mangoes and the kiwis
but hold my hands above
a pile of oranges
as if to warm my skin
before a fire.
Not only have I chosen
oranges, but I’ll also choose
which orange — I’ll test
a few for firmness
scrape some rind off
with my fingernail
so that a citrus scent
will linger there all day.
I won’t be happy
with the first one I pick
but will try different ones
until I know you. How
will I know you?
You’ll feel warm
between my palms
and I’ll cup you like
a handful of holy water.
A vision will come to me
of your exotic land: the sun
you swelled under
the tree you grew from.
A drift of white blossoms
from the orange tree
will settle in my hair
and I’ll know.
This is how I will choose
you: by feeling you
smelling you, by slipping
you into my coat.
Maybe then I’ll climb
the hill, look down
on the town we live in
with sunlight on my face
and a miniature sun
burning a hole in my pocket.
Thirsty, I’ll suck the juice
from it. From you.
When I walk away
I’ll leave behind a trail
of lamp-bright rind.
",Roisin Kelly,"Living,Life Choices,Love,Desire,Romantic Love,Activities,Eating & Drinking",F
5880,"
                    Three Poems for My Husband
                ","
walking to the hospital How the autumn dawn burned throughthe misty broods and settled down in fire;how quickly the sun glittered my shadow,how my shadow cried, a moment, with joy.A light frost, a vision of light cracklingdown the maples, down the tinder ash.I was the good thief. I held my Love’ssweet breath, his beautiful, intelligent gaze.I closed my eyes and he woke inside me.When I saw, he saw the inflamed world.A bird sang deeply from the gutter eaves.When I closed my eyes I was elsewhere.I walked through the fire of his sleep.leaving early My Love,    tonight Fionnuala is your nurse. You’ll hear her voice sing-song around the ward lifting a wing at the shore of your darkness. I heard that, in another life, she too journeyed through a storm, a kind of curse, with the ocean rising darkly around her, fierce with cold, and no resting place, only the frozen rocks that tore her feet, the light on her shoulders. And no cure there but to wait it out. If, while I’m gone, your fever comes down— if the small, salt-laden shapes of her song appear as a first glimmer of earth-light, follow the sweet, hopeful voice of that landing. She will keep you safe beneath her wing.in your sleep After “The Lark Ascending” by Ralph Vaughan Williams The moment the lark finally vanishes into the spread green sky of the forest is the moment you suddenly lift your bruised arm up, over your body, as though to show me the wing’s eclipse, or the wing, or the season of your dream. And even as your hand lapses silent onto your chest, and your breath goes sluggish, I am already watching your feet prepare their slow first step under the sheet as the last notes of sunlight fall quiet, and you do not move again. My love, are you a bird reviving in a summer field? Was it the lark ascending that you heard, a ghost among its shy-hearted tunes? Yes. I heard the lark escaping, too.
",Leanne O'Sullivan,"Living,Death,Health & Illness,The Body,Love,Desire",F
5890,"
                    The Preacher’s Daughter
                ","
We drink too much pineapple rum, straight from the bottle,bitch about the red-haired girl, the fetish model,a preacher’s daughter with a thing for unreasonable shoes.From her faded patchwork quilt, bleedinghearts, we watched her mutate into a PVC Alice Liddell.How did she manage in seven-inch patent heels?She was tall as wheat — or the ceiling was low.Cradling a mewing ginger-ball, she kissed the mirrorwhere their confederate-blue eyesmatched. Three scars began to scab on her arm,deep big-cat scrawls she told us she cut herselfbecause it’s art and her clients like herthat way. We followed her clip-clop downthe rabbit hole; me, to hear tales of her running trackin those shoes; you, to see her white skin even palerunder lights. Back in your dorm room, I am static.You pay to watch her pixelated Snow White online;complain her constant chatter ruined it, or her, for you.
",Victoria Kennefick,"Living,The Body,Love,Desire,Social Commentaries,Gender & Sexuality",F
5891,"
                    Paris Syndrome
                ","
The Eiffel Tower erected itself in my head,we couldn’t find the lifts, climbed the stairs.Of course there were fireworks.We stared at each other, rare exhibits in the Louvre —you licked my Mona Lisa smile right off.Of course we were both in imaginary Chanel.We drank warm cider and ate pancakes, yours flambéed.I got drunk, my tights laddered on both legs.Of course we experienced tachycardia at the Moulin Rouge.Our hotel, a boxed macaron on a navy boulevard —we spun around in the dark outside, rain-dizzy.Of course we slept at the Ritz.Our little room tucked into the corner, a pinkpocket you slipped into that night.Of course our fingers hunted for change.In the mirrored elevator I couldn’t meet your eye, Icrushed you into the laminated sample menu and died.Of course it was only la petite mort.
",Victoria Kennefick,"Love,Desire,Activities,Eating & Drinking,Travels & Journeys",F
5971,"
                    The Therapist Asks 3
                ","
“But there were times when you offered your consent with older men. You chose them, & you were not afraid. Why not?”
You don’t know the true success of survival till you’ve experienced the adrenaline of a too-close death. What is there to fear when you’ve licked the edge? It is going to be an oppressively hot summer, the New York Post says, but I’ve got a few of my own stowed away, enough to occupy a foreign desert.

There was one summer, his name was Tito and my sisters still say his name just like that, “Tee-toww,” the O a benchmark in the bottom of the jaw. I was just 12 but the gaze itself made me a flame, so no one could tell, I guess,

or no one would tell. He was the kind of heavy swelter that had the whole block at mercy, everyone’s connect to whatever they needed, which was much and in bulk. Power is a switch that yokes me up at the waist — I was young & enamored by this pattern of men who shouldn’t want me but would risk day to touch the stark chant of me. Each time, I imagined a witchcraft enveloping the bone. I remember,

once, at some low hour in the trough* of that summer — my mouth a voyaging boat, Tito’s spine a current of illicit knots, his hand a spindle on the back of my coarse head — he looks down at me, & moans out “Who the fuck are you?”

I say, and the answer is always the same thereafter: nobody, who are you?

*Okay, in any event, Elizabeth and I were in the pool, swimming and playing.
",Camonghne Felix,"Living,Coming of Age,Death,Life Choices,The Body,Time & Brevity,Love,Desire,Philosophy,Social Commentaries,Gender & Sexuality",F
5974,"
                    The Night Where You No Longer Live
                ","
Was it like lifting a veilAnd was the grass treacherous, the green grassDid you think of your own motherWas it like a virusDid the software flickerAnd was this the beginningWas it like thatWas there gas station food and was it a long trip And is there sun thereor drones or punishment or growth Was it a blackoutAnd did you still create me And what was I like on the first day of my life Were we two from the startAnd was our time an entranceor an ending Did we stand in the heated roomDid we look at the paintingDid the snow appear coldWere our feet red with it, with the wet snowAnd then what were our namesDid you love me or did I misunderstandIs it terrible Do you intend to come backDo you hear the world’s keeningWill you stay the night
",Meghan O'Rourke,"Living,Death,The Body,The Mind,Time & Brevity,Love,Desire,Activities,Travels & Journeys,Religion,The Spiritual",F
5983,"
                    The Thief
                ","
I am not saying “mark my words,”as the thief says early each winter.He leaves nothing of value. He too wants.A brute with language, he has a fondnessfor preaching. I am bathed to luster.Memories move musically through my bones.He sings above, vaults off a horse with feignedkindness, lands so fancy. Letting go of this, sitting with tropical leaves the size of menin a terrarium, I am beautiful. He means well, admonishing women. He is lucky with the show of crankiness.What does it mean to let go the envy?I sometimes hope stars don’t spread themselvesover New York’s lights. Performing for himself,glasses glittering, he reads stories of poverty,claims them all as his own. Here in Colorado irises of all colors unfoldoutwards to the half-hidden sun. On the cracked cement, chilly before rain, I see perpetual beginnings. I’m going to forget him:lock him in a box in my head,lock him in the haunt of violins, let go what’s his in the hurl of breath of my groans.
",Sheryl Luna,"Living,Life Choices,Love,Desire",F
5986,"
                    Equator Sky, Manila Bay
                ","
Here, the brightest constellation   is Hydra, the Water Snake, namedfor the half-woman, half-reptile    whom Hercules slew with the helpof  Iolaus, his charioteer. Imagine   the sound of so many heads screaming — the long, shrill bays of an angry woman   times twenty — and the smell of birth, of all origins, that followed Hydra   as she rose from her fetid swamp. Iolauswas strategic, went straight for the bowels   instead of the mouth, burned her centerbefore the head. When her fundament   was reduced to ash, only then couldHydra be silenced. Hera, enraged   that Hercules was able to slay the creatureshe had raised in order to destroy him,   flung the corpse of the decapitated,maimed Hydra into the sky, lest she be   forgotten. Hydra’s blood, unstoppable,became hot gas; her screams rose    and fell until they were radio waves;and her wild flailing was fixed   into points of radiance. Hera was rightto hurl those stars here, above this bay,   so close to where the earth is bisected,a place where Hydra’s mirror image   glosses the water, where dense bloomsof  algae flourish on the nitrogen surface,   thousands of wild heads and armsdevouring ammonia, cyanide, and sewage   as fast as we can produce them,this hydra, emblem of insatiable desire.
",Joanne Diaz,"Love,Desire,Mythology & Folklore,Greek & Roman Mythology",F
6069,"
                    Mars.1
                ","
      to be
                              gone a
                  constant desire
         embarrassed for the    
   giant leaning in for love
   we had enough
of
   the dance number but                   the whirling begins
  it just starts   silos full of air   no more corn   no more wheat  watching myself for  full details in a strange man’s pants  we let
            the soldier board the plane
              shot in head three days later
               why are you angry you said
                 why are you not I said
",CAConrad,"Living,Death,Love,Desire,Heartache & Loss,Realistic & Complicated,Social Commentaries,War & Conflict",NB
6089,"
                    Larry Levan (snake)
                ","
 Larry Levan (snake), 2006, by Elia Alba 
Hip hip hip hip hip makes the man
as the conga, serpentine, slides across the frame 
and the disco dub — tilt and sway — 
sewing pelves in the room, as if  Larry, still, 
were levitating streetwise
Blacks, Drags, Latinos, Punks: Saturday Mass, 1985, 
in the Paradise Garage — Evelyn
“Champagne” King, Kraftwerk, Ashra. 
No. He’s black-and-white, a head shot,
one two three four five, 
on this S curve of 21st-century revelers,
mask on the one body down, 
shimmer slant of a hoop earring
under the ten-leg- hop-and-pulsate —  
glide on through. And Larry, Dour Father,
bubble pop-popped, afloat, 
asking repeatedly: Who, My Friends, is fronting? Who is not?  You, Velvet Valance, over the sequined  drag of curtain. Black is Black,  Brown is Brown, Gay is Gay disco  pulsing up and through seventeen years of not-forbidding bodies. Introibo

ad altare Dei. Ad Deum qui lætificat 
juventutem meam. Gather you  to me and to one another. Grind.
",Valerie Martínez,"Love,Desire,Relationships,LGBTQ,Religion,The Spiritual,Social Commentaries,Gender & Sexuality,Race & Ethnicity",F
6091,"
                    Weaving Granite
                ","

 

Granite Weaving, 1988, by Jesús Moroles 
“He” grates across the throat, the “h” a dry abrasion on the tongue —
Across the throat, the “h” in “she” is tucked behind the folded muscle.
In “she” is tucked the “e” the lips unpurse to say, same as saying “we.”
My lips unpurse to say the names of  God, of    Love, and they are “She.”
The names of   God, of   Love are, too, old explosions coded into granite.
Too, old explosions cooled to stone warm to the touch of  light, as she,
Stone-warmed and glowing, let my lips brush velvet shadows onto hers.
Let my lips brush the story soft, forget that “he” was scrape and struggle.
The story soft forgets that “he” was heavy, wrestled into “we,” and weaving
“He” heavy, wrestled (strands of  granite yarned like fabric) into “we,”
Strands of granite halt their dry abrasion, interlock, and become “She.”
",Maria Melendez Kelson,"Desire,Religion,The Spiritual,Arts & Sciences,Language & Linguistics,Social Commentaries,Gender & Sexuality",F
6100,"
                    Last Meal: Breakfast Tacos, San Antonio, Tejas
                ","
 Breakfast Tacos, from the series Seven Days, 2003, by Chuck Ramirez 
Let me be your last meal.
Let me harvest the notes
I took from your mother’s
watery hands, street vendors
in Rome, Ms. Rosie
from our taquería, you:
in the sun, in the open air,
let me give you zucchini
and their elusive blossoms —
my arms, my hands.
Pumpkiny empanadas
of my feet, pulpy as a newborn’s.
Guisada’d loin of my calf
muscle. On a plate white
and crisp as the ocean,
lemoned eyeballs like two
scallops. The red, ripe
plum of my mouth.
Perhaps with coffee,
you’d have the little lobe
of my ear sugared as a wedding
cookie. The skin of my belly,
my best chicharrón, scrambled
with the egg of my brain
for your breakfast tacos.
My lengua like lengua.
Mi pescuezo, el mejor hueso.
Let me be your last meal:
mouthfuls of my never-to-be-digested
face, my immovable femur
caught in your throat
like a fish bone. Let my body be
what could never leave your body.
",Laurie Ann Guerrero,"Living,Death,The Body,Love,Desire,Activities,Eating & Drinking",F
6109,"
                    Chain Gang
                ","
This song is not a language,
Not a thing to be remembered,
The field-holler tradition of
Teeth and knees
Cursing wind,
A concert hall of   bloody hands
Spilling the earth,
Strangling dirt,
Sledgehammer curses
Of  men busted open.
On Parchman Farm
You could hear it coming
Up through the trees,
The hammering pulpit of
Crooning men and sweat,
The tender meat of palms
Pulped like plums.
Them men gulped down the
Dawn dew air,
Let it catch in their throats,
Broke the sunrise up and
Sang hymns like hexes:Be my woman gal, I’ll beeee your maaaaaaan    ...    
And the killing fields of  Mississippi
Fizzled down to juke joints and
The hothouse music of illegal clubs
With thick women they loved outright and
Played cards with and
Gave bourbon to when their hands
Didn’t hold sorrow like
Pickaxes and the railroad was
Just a railroad,
A way to ride north if  you could
Get your money right.
Redbone gals with rosewater sweat,
When they lifted their knees
Sunflower County was a heaven
They believed in.Stick to the promise, gal, that you maaaaaade meeeeee    ...    
Steady now,
They turned back the clock on
Their hard, hard hands,
Let the memory of fresh linen and
Ladies’ slips like gossamer
Wings, a parade of  plump thighs,
The juju thrust of  furious bones
Spread like grease
Across starched-white sheets,
Midwife them out of ol’ Parchman Farm
And back to the cockfights and gambling,
Back when they had ambition,
Back when they had a sweet woman
To hold, her fat wrists
Soft as butter,
Limp as rain.When she walk, she reel and rock beeeeeehind
Ain’t that enough to make a convict smiiiiiiiiile.",Dominique Christina,"Living,Death,The Body,Time & Brevity,Love,Break-ups & Vexed Love,Desire,Realistic & Complicated,Relationships,Men & Women,Arts & Sciences,Music,Social Commentaries,Race & Ethnicity",F
6110,"
                    Leaving Behind
                ","
November 2015
                         1
Open up for close
out    soul-clothes    every-
thing has to go    closing
down time    call them all
saints    souls    my own gone
ones:  Andy    Marcia    Mary Alice
Mary Anne     cloud of all    carried out
 
2 
outside my window: locust, cloth
of gold     on the ground: its yellow
tabs   linden hearts   sweetgum stars
like cut-outs from the same ...    
paper-napkin ghosts in a tree near
the house where a year ago my friend — 
rust-colored chrysanthemums   rust-colored door
 
3 
door to door the angel no the Lord
passed or did not pass — 
the angel opened the prison
door     doors to pass through, out
or in:  our millions, more than any — 
in the other story the Lord
said:  to put a difference between
 
4 
between one and another
a gun:  at one end it’s a good
gun because at the other’s a cell
phone pill bottle toy gun nothing a
Trayvon    Tamir    Dontre    Michael
Laquan    Eric    Rekia    John:    call
them out and the others, black and many
 
5 many thousand gone    no
more auction block",Martha Collins,"Living,Death,Life Choices,The Body,The Mind,Time & Brevity,Love,Desire,Realistic & Complicated,Nature,Trees & Flowers,Religion,Christianity,Islam,Social Commentaries,Race & Ethnicity,War & Conflict",F
6122,"
                    Forget the Stars
                ","
Focus on the taxidermied light,
the quarked vehemence of splayed negation,
to rags, your britches, seeping glib intent,
sight catastrophic, given to seizures.
The curlicue scent has not the mother in it.
The fall of romance, the hold of the tender new,
programs aloft, every nerve to shudder:
ghosting monitions of the incomplete.
Either will the aching swells, apart from bliss.
Coordinates of favor, hip neath fiber strip follicle
sheath of slip chord parent display. Sensitized gift wagon
fern entrenched, the halo of the nation is the caul-throated
blood of hench, rosella’d to the peak of taxonomied childless.
Where your mottled hologram, the feathered monster of the throttled.
Quizzical with the world, am to console, the hope for saplings
edifice disjunction. The dissociated fanfare of motivated loss
entrees the ingredient of dining undertaken. Your teeth the grinder,
your lips the sensitive house. The beds’ laments’ the reindeers’
horses’ dreams’ in halves’ cameo’d sighs.
",Fiona Hile,"Living,The Body,Love,Desire",F
6130,"
                    From “Semele”
                ","
There was terror already
in her love even before
she knew for sure her lover was the god.
Her forehead
skidded a little on the sweat
of his chest and close to his ear
Semele begged again for proof.
And it didn’t feel like a myth or a metaphor to her
as she burned up with the brightness she saw.
",Elizabeth Campbell,"Love,Desire,Romantic Love,Religion,God & the Divine,Other Religions,Mythology & Folklore,Greek & Roman Mythology",F
6144,"
                    From “more flinching”
                ","
    
 
i came close to his WET dog’s eye & a FAT tear shared animal PAIN sloshed & seeped in between us — “darling I’m sorry you were born a dog & people notice it” , 
2 COME ON IN, WE’VE BEEN EXPECTING YOU
like a clue
we found PEOPLE
in the KITCHEN
in the SUICIDE VEST
with the KALASHNIKOV
such beautiful, desperate weapons
their faces
had to be covered
so we didn’t fall in love
piteously
with the self-same wretchedness
we see in mirrors
a worryingly familiar scene
we’ve lived in will live in
the carnage
going on
behind closed doors
being told, regurgitatingly, “you only get one shot!”
but is it true
you only get one shot
when you get a loaded magazine
& plenty more
where that came from
in the MUNITIONS DEPOT
which I picture in Arizona, right
beside a render farm
and to the left
THE CLOUD
that backs up
and up and up
up
to where
are there edges, Bobby?
INTELLIGENCE tells us
to test the power of names
by naming things, for one thing
to name is to guarantee the end
like a starting pistol
BANG
            you name
                            it         it’s
                         !
                 smithereens
4
I am so indifferent
to the limits
of feelings
I can’t tell the difference
every time someone lifts my flap
the unwashed salad
the unheated leftovers
the sanitary products are standard
but bear no relation
to what I expected
to feel overlaid
with various forms of filth
don’t you sometimes feel
like getting wrapped in a dog towel
and buried in the hardening ground
under the Canadian maple? Do dogs
need to approach death
and back away from it
like I did when the vet injected
deep pentobarbital & his bowels
ejected across the floor tiles
I was there
to inhale his fur and weep
for my benefit
I am not independent
of my feelings this way
of talking about feelings
has fooled each one of us
                             I’d rather be given CBT
                             by a border collie
when there are fewer words around
my arms around
his only
adored and stinking
neck 
dead
up my nostrils
throw me in there with him everything is in the cold awful and I’m not OK and without good reason still here and
 
 
 
 
 
 
feelings
 
 
 
6 JUST A GENTLE REMINDER
A LOT OF WORK
goes into making sex alluring sex
is just this and that
but it seemed, for a moment, that a new
climax had been won when
even the sky fingered me
with a slobbery insistence when
we were retching with so much desire
we created a whole new atmosphere
grabbing at sex things /
using the sick bag to be actually sick in
now the shower curtain is transparent
it’s a way of saying, “I want you too
to have this experience
so that we are more alike
like a sign that life struck once
in a slippy-bits marathon
that began when our eyes were magnets
yanked to each other’s fully-charged
crotches at a picnic
when it was essential
to make every enhancement
to our ‘connection’ by getting seriously indecent
beside the Bluetooth wireless speaker system
until even the trees had to dash inside
to pour ice in their underpants”
while I choked up playing the scene, as we lived it,
united by our pursuit of arrhythmia or
satisfying itches to that
catchy bridge section in Chopin
(I couldn’t wait to come
with Chopin through his melancholic meadow
(not that I approve of background music
(I prefer to foreground the piano
by massaging it loud and all over
until the top layer comes off in my hand
and the pedal squeaks for humanity
(I like to FEEL a piano as an instrument
of interruption and consciousness
(though I also like to take light swims, to get away
from what I FEEL (today I felt
jelly beans resemble kidneys))))))
which throbs like everyone grieving
 
 
 
 
 
7 HERE, HAVE A NEW PUPPY
said the Russians to the French
to soften the dog-loss
but mostly the dog’s image the image
is the greater likeness
except we never seem to run out of images
sometimes something in an image
runs through me and that is very common
as is reading about something
that’s happening to someone outside of me
until I know someone outside of me
without any knowledge
it is a test for my knowledge
to hang around until morning
practically all mornings are news to me
practically all knowledge is news to me
practically all news is images
going very fast around the world
so we have to guzzle them
like wrapped food
— hot and on the run —
in one end and squitted out the other
[pics or it didn’t happen]
until I’m fat with implications
and containing not a sausage
 
9
I love a good weepy
dog-meme as much as the next crybaby
and nauseate irregularly
when the gifs load automatically
his hairy body
into my hairy body
unfairly the dog
becomes the shape of 2:13 p.m.
in me on a Tuesday
if we accept the world as totally fucked
there’s a lot worse coming
than dog hairs in macaroni cheese dog hairs on pillows dog hairs in rented flats in bathtubs in my hair in my dog’s hair in your short & curlies between my teeth in coagulant soap bars
some people are revolted
by dogs and dogs
are not up for revolting
I am revolted
when dogs are lacking
what if he did lick my cheeks
by which I mean “buttocks”
which were coated in whipped shea butter and
heavily comestible
it’s obvious he’s related to a father
he never knew
because we found all his needs
and perverted them
into a kind of inter-species loyalty
or the usual master-slave hierarchy
before laying down the crisp breakfast bowl
of the rest of his days
which gave us carte blanche to rush in anytime
and smother him with kisses
without getting socked in the eye
(unlike when I tried the same on Johnny (who spat my tongue out
      (& no one blamed him)))
when maybe all he wants is
just to go on
being less and less
subtle and alive
the way life becomes
very well known after its termination
 
 
12
If rigor mortis sets in
it means there’s somebody who needs it.
It means that somebody
is drained and not awake
and deems any speckles of life unusable
and he is dead and dead
all dead in the humus
of trashed bodies shoved down there
dressed in made-up relationships.
What’s your favorite part?
Mine’s every part
with a maggot in it. Maggots
mean that life’s still leaking.
It’s like magic
when his dead voice
is nauseating
and I can’t see him
so he might as well be invisible.
It’s like magic when he isn’t
and doesn’t have anything to say
and I can’t bear to listen anyway
so I just recognize my fingers / all
the injuries they’ve inflicted
while my skin drops off.
What’s worse than a maggot
in the EAT ME
GLOVE-BOX DATES?
Does the 5-second rule apply
to something that drops dead?
Is it true he might come back
and crack open a piñata
blue alcopops, bombay mix, karaoke, and a pint of nostalgia
which is like thinking in another language,
I mean, how it feels, not what it means.
Half a maggot, the memory of
mange marching across his fur
describes a lot of other feelings
the feeling that someone else is taking up the whole room
the feeling that no one could help me now
or ever whether I was on several edges
my hot core and noggin facing this hammering world
of brainlessness and sweetbreads
was always a favorite word.
I don’t know what it tastes like but I know it’s terrible.
a:ldskjfa:lkdgjsa
meaning
I’m so overcharged
that all I can do is literally slam
my hands / head / breasts against the keyboard.
Wherever there are
corpses there are maggots.
If we dig him up will he be wearing a jacket?
LOOK OUT
for the milkier, gentler solaces
which for all we know                   for all we know
could be the wind
or Chopin’s noise (still hammering the background) —
who’s seen it? Only its aftermath
is visible what’s not visible
is the aftermath of my screaming
 
 
20
you can catch me on the
     FLOOR / DOG / SYRINGE
periphery of the dying
and dead scene
     FACE (FEMALE)
maybe my whole life
carting sensations to the center
mopping shit up with towels
     SKULL / COFFIN
(there are feelings for these things)
while public petting
     CAR / PLANE / ROCKET
bodies leak it’s no surprise what I give away
     ONE DROPLET
you can have when the vet twirls off to deal
with some bloody business in a kitchen
     KNIFE / GUN
the hug-a-corpse scene gets deep in
the hold of what I am
     PARTY POPPER / WASTEBIN
is what I’ve not yet been
 
 
30
Who concocts the smell
of dogs which smells like
an extreme close-up
of the world oozing
in at the edges.
Full as an ice cube is full of liquid.
I mistook it for solidity.
The world is too full of smells.
Though it’s impossible
to see the top of it
they crawl between my legs
in the shimmering fuzz
on top of the plant
stickers of evenings
tongues held out
pocket-friendly air fresheners
strikes on our nostrils.
They come at me streaming.
Why the dog? Why not
the dog? Was it only a dream
of soil heating held
and stimulated
for his unique aroma.
It’s not a way in
but it places you somewhere
that smells strong
and looks strong leaving
behind us. Hi.
",Heather Phillipson,"Living,Death,Life Choices,Sorrow & Grieving,The Body,Time & Brevity,Love,Break-ups & Vexed Love,Desire,Relationships,Pets,Nature,Animals",F
